IATA_ID,Name,WMO_ID,MSC_ID,Latitude,Longitude,Elevation(m),Data_Provider,Dataset/Network,AUTO/MAN,Province/Territory
CYTE,CYTE,71366,2400633,64.230230,-76.524860,48.100,NAV CANADA,NC-HWOS,MAN,Nunavut
CYTH,CYTH,71079,5062921,55.803330,-97.862500,224.000,NAV CANADA,NC-HWOS,MAN,Manitoba
CYTL,CYTL,71675,6010735,53.817890,-89.896920,222.500,NAV CANADA,NC-AWOS,AUTO,Ontario
CYTQ,CYTQ,,7118366,58.667780,-69.955830,36.900,NAV CANADA,NC-AWOS,AUTO,Quebec
CYTQ,CYTQ,,7118365,58.667780,-69.955830,36.900,NAV CANADA,NC-HWOS,MAN,Quebec
CYTR,TRENTON AWOS,71621,6158872,44.069444,-77.338056,86.260,DND,RA,AUTO,Ontario
CYTR,Trenton,71621,6158875,44.120000,-77.530000,86.000,,,MAN,Ontario
CYTS,CYTS,71739,6078286,48.570660,-81.376640,295.000,NAV CANADA,NC-HWOS,MAN,Ontario
CYTZ,CYTZ,71265,6158359,43.627400,-79.396200,76.800,NAV CANADA,NC-AWOS,AUTO,Ontario
CYUA,SHINGLE POINT,71968,2100950,68.950000,-137.216700,49.000,DND,DND-AWOS,AUTO,Yukon
CYUB,CYUB,,2203911,69.433240,-133.026350,4.300,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYUB,CYUB,,2203913,69.433240,-133.026350,4.300,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYUL,CYUL,71627,7025251,45.470460,-73.740930,36.000,NAV CANADA,NC-HWOS,MAN,Quebec
CYUS,SHEPHERD BAY,71911,2303685,68.794480,-93.439930,43.000,DND,DND-AWOS,AUTO,Nunavut
CYUT,CYUT,,2403495,66.520670,-86.224740,22.900,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYUT,CYUT,,2403491,66.520670,-86.224740,22.900,NAV CANADA,NC-HWOS,MAN,Nunavut
CYUX,CYUX,71293,2402354,68.775770,-81.242450,9.100,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYUX,CYUX,71293,2402356,68.775770,-81.242450,9.100,NAV CANADA,NC-HWOS,MAN,Nunavut
CYUY,CYUY,,7086719,48.206190,-78.835590,301.100,NAV CANADA,NC-HWOS,MAN,Quebec
CYVC,CYVC,71922,4064155,55.151390,-105.261950,379.200,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYVL,CYVL,,2200827,67.021110,-126.128610,274.000,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYVM,CYVM,71338,2400577,67.546560,-64.031560,5.500,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYVM,CYVM,71338,2400576,67.546560,-64.031560,5.500,NAV CANADA,NC-HWOS,MAN,Nunavut
CYVO,CYVO,71941,7098605,48.053330,-77.782780,336.800,NAV CANADA,NC-AWOS,AUTO,Quebec
CYVO,CYVO,71941,7098606,48.053330,-77.782780,336.800,NAV CANADA,NC-HWOS,MAN,Quebec
CYVP,CYVP,71906,7113535,58.096110,-68.426940,39.900,NAV CANADA,NC-HWOS,MAN,Quebec
CYVQ,CYVQ,71043,2202801,65.281330,-126.798570,72.500,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYVR,CYVR,71892,1108395,49.194700,-123.183970,3.900,NAV CANADA,NC-HWOS,MAN,British Columbia
CYVT,CYVT,,4060988,55.841940,-108.417610,433.700,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYVV,CYVV,71633,6119498,44.745830,-81.107220,222.200,NAV CANADA,NC-AWOS,AUTO,Ontario
CYVV,CYVV,71633,6119499,44.745830,-81.107220,222.200,NAV CANADA,NC-HWOS,MAN,Ontario
CYWA,PETAWAWA AWOS,71625,6106396,45.950111,-77.317572,130.150,DND,RA,AUTO,Ontario
CYWE,CYWE,,2203980,64.190760,-114.076810,368.100,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYWG,CYWG,,5023227,49.910010,-97.240100,238.700,NAV CANADA,NC-HWOS,MAN,Manitoba
CYWH,CYWH,,1018633,48.422780,-123.387500,0.000,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYWH,CYWH,,1018619,48.422780,-123.387500,0.000,NAV CANADA,NC-HWOS,MAN,British Columbia
CYWJ,CYWJ,,2201023,65.211180,-123.436520,214.300,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYWJ,CYWJ,,2201020,65.211180,-123.436520,214.300,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYWK,CYWK,71825,8504177,52.922730,-66.864680,551.300,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYWK,CYWK,71825,8504176,52.922730,-66.864680,551.300,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYWL,CYWL,71104,1098941,52.183410,-122.054340,939.700,NAV CANADA,NC-HWOS,MAN,British Columbia
CYWY,CYWY,,2204005,63.209600,-123.436760,149.700,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYXC,CYXC,71880,1152105,49.612120,-115.782050,940.000,NAV CANADA,NC-HWOS,MAN,British Columbia
CYXE,CYXE,,4057152,52.170960,-106.699960,504.100,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYXH,CYXH,71247,3034479,50.018890,-110.720830,716.900,NAV CANADA,NC-AWOS,AUTO,Alberta
CYXH,CYXH,71247,3034481,50.018890,-110.720830,716.900,NAV CANADA,NC-HWOS,MAN,Alberta
CYXJ,CYXJ,71943,1183001,56.238060,-120.740280,694.900,NAV CANADA,NC-HWOS,MAN,British Columbia
CYXL,CYXL,71842,6037776,50.114120,-91.905460,383.100,NAV CANADA,NC-HWOS,MAN,Ontario
CYXN,CYXN,,2303990,62.240080,-92.597940,12.200,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYXN,CYXN,,2303987,62.240080,-92.597940,12.200,NAV CANADA,NC-HWOS,MAN,Nunavut
CYXP,CYXP,,2403054,66.144880,-65.713520,24.100,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYXP,CYXP,,2403051,66.144880,-65.713520,24.100,NAV CANADA,NC-HWOS,MAN,Nunavut
CYXQ,CYXQ,,2100155,62.410160,-140.868760,649.000,NAV CANADA,NC-AWOS,AUTO,Yukon
CYXR,CYXR,71684,6072223,47.695000,-79.848890,243.800,NAV CANADA,NC-AWOS,AUTO,Ontario
CYXS,CYXS,71896,1096439,53.884040,-122.677550,691.000,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYXT,CYXT,71951,1068134,54.468550,-128.578380,217.300,NAV CANADA,NC-HWOS,MAN,British Columbia
CYXU,CYXU,71623,6144473,43.033050,-81.151110,278.000,NAV CANADA,NC-HWOS,MAN,Ontario
CYXX,CYXX,71108,1100032,49.025270,-122.359960,59.100,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYXX,CYXX,71108,1100031,49.025270,-122.359960,59.100,NAV CANADA,NC-HWOS,MAN,British Columbia
CYXY,CYXY,71964,2101303,60.709550,-135.067280,706.200,NAV CANADA,NC-HWOS,MAN,Yukon
CYXZ,CYXZ,71738,6059413,47.966860,-84.786320,287.700,NAV CANADA,NC-AWOS,AUTO,Ontario
CYXZ,CYXZ,71738,6059407,47.966860,-84.786320,287.700,NAV CANADA,NC-HWOS,MAN,Ontario
CYYB,CYYB,71731,6085680,46.363830,-79.424230,370.300,NAV CANADA,NC-AWOS,AUTO,Ontario
CYYB,CYYB,71731,6085701,46.363830,-79.424230,370.300,NAV CANADA,NC-HWOS,MAN,Ontario
CYYC,CYYC,71877,3031092,51.122620,-114.013350,1099.100,NAV CANADA,NC-HWOS,MAN,Alberta
CYYD,CYYD,71950,1077499,54.825280,-127.182780,523.000,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYYD,CYYD,71950,1077498,54.825280,-127.182780,523.000,NAV CANADA,NC-HWOS,MAN,British Columbia
CYYE,CYYE,71945,1192946,58.836400,-122.596980,381.900,NAV CANADA,NC-HWOS,MAN,British Columbia
CYYF,CYYF,71889,1126146,49.462580,-119.602280,344.400,NAV CANADA,NC-HWOS,MAN,British Columbia
CYYG,CYYG,71706,8300301,46.289170,-63.119170,50.900,NAV CANADA,NC-HWOS,MAN,Prince Edward Island
CYYH,CYYH,71580,2403856,69.546650,-93.577030,27.400,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYYH,CYYH,71580,2403855,69.546650,-93.577030,27.400,NAV CANADA,NC-HWOS,MAN,Nunavut
CYYJ,CYYJ,71799,1018621,48.647160,-123.425740,19.500,NAV CANADA,NC-HWOS,MAN,British Columbia
CYYL,CYYL,71078,5061645,56.864000,-101.076160,356.600,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYYN,CYYN,71142,4028038,50.291940,-107.690560,816.900,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYYQ,CYYQ,71618,5060605,58.739060,-94.066360,29.300,NAV CANADA,NC-HWOS,MAN,Manitoba
CYYR,Goose Bay,71816,8501900,53.320000,-60.430000,49.000,,,MAN,Newfoundland and Labrador
CYYT,CYYT,71801,8403505,47.618620,-52.752420,140.500,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYYU,CYYU,71831,6073978,49.411590,-82.468700,226.500,NAV CANADA,NC-AWOS,AUTO,Ontario
CYYU,CYYU,71831,6073976,49.411590,-82.468700,226.500,NAV CANADA,NC-HWOS,MAN,Ontario
CYYW,CYYW,,6040327,50.290280,-88.909720,322.500,NAV CANADA,NC-AWOS,AUTO,Ontario
CYYY,CYYY,71718,7055121,48.609020,-68.207590,52.400,NAV CANADA,NC-HWOS,MAN,Quebec
CYYZ,CYYZ,71624,6158731,43.676660,-79.630650,173.400,NAV CANADA,NC-HWOS,MAN,Ontario
CYZE,CYZE,,6092919,45.881700,-82.568280,186.800,NAV CANADA,NC-AWOS,AUTO,Ontario
CYZF,CYZF,71936,2204101,62.462780,-114.440280,205.700,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYZG,CYZG,,7117802,62.179440,-75.667220,227.100,NAV CANADA,NC-AWOS,AUTO,Quebec
CYZG,CYZG,,7117801,62.179440,-75.667220,227.100,NAV CANADA,NC-HWOS,MAN,Quebec
CYZH,CYZH,71369,3065995,55.292920,-114.777210,582.800,NAV CANADA,NC-AWOS,AUTO,Alberta
CYZP,CYZP,71111,1057052,53.254260,-131.813810,6.400,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYZR,CYZR,71704,6127510,42.999440,-82.308890,181.400,NAV CANADA,NC-AWOS,AUTO,Ontario
CYZS,CYZS,71915,2301004,64.193370,-83.359360,62.200,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYZS,CYZS,71915,2301002,64.193370,-83.359360,62.200,NAV CANADA,NC-HWOS,MAN,Nunavut
CYZT,CYZT,71109,1026271,50.680600,-127.366660,21.600,NAV CANADA,NC-HWOS,MAN,British Columbia
CYZU,CYZU,71930,3057376,54.143850,-115.786770,782.400,NAV CANADA,NC-AWOS,AUTO,Alberta
CYZU,CYZU,71930,3067373,54.143850,-115.786770,782.400,NAV CANADA,NC-HWOS,MAN,Alberta
CYZV,CYZV,,7047911,50.223390,-66.265690,54.900,NAV CANADA,NC-HWOS,MAN,Quebec
CYZW,CYZW,,2101106,60.173070,-132.741730,705.000,NAV CANADA,NC-AWOS,AUTO,Yukon
CYZW,CYZW,,2101101,60.173070,-132.741730,705.000,NAV CANADA,NC-HWOS,MAN,Yukon
CYZX,Greenwood,71397,8202000,44.980000,-64.920000,28.000,,,MAN,Nova Scotia
CYZY,CYZY,71290,1184791,55.299440,-123.133330,690.100,NAV CANADA,NC-AWOS,AUTO,British Columbia
CZBF,CZBF,71574,8100506,47.629720,-65.738890,58.800,NAV CANADA,NC-AWOS,AUTO,New Brunswick
CZCP,CAPE PARRY,71948,2200675,70.171900,-124.734230,87.000,DND,DND-AWOS,AUTO,Northwest Territories
CZCR,CHARLO AUTO,71315,8100885,47.990000,-66.334200,43.000,MSC,CA,AUTO,New Brunswick
CZCY,CLYDE RIVER CLIMATE,71358,2400802,70.483300,-68.516700,26.500,MSC,CA,AUTO,Nunavut
CZDB,DEBERT,71317,8201390,45.416700,-63.466700,37.500,MSC,CA,AUTO,Nova Scotia
CZEL,ELORA RCS,71352,6142286,43.650000,-80.416667,384.400,MSC,CA,AUTO,Ontario
CZEM,CZEM,,7092310,52.226390,-78.522500,7.300,NAV CANADA,NC-AWOS,AUTO,Quebec
CZEM,CZEM,,7092306,52.226390,-78.522500,7.300,NAV CANADA,NC-HWOS,MAN,Quebec
CZEV,INUVIK CLIMATE,71364,2202578,68.317527,-133.532794,103.000,MSC,CA,AUTO,Northwest Territories
CZFA,CZFA,,2100527,62.206950,-133.373410,716.300,NAV CANADA,NC-AWOS,AUTO,Yukon
CZFA,CZFA,,2100519,62.206950,-133.373410,716.300,NAV CANADA,NC-HWOS,MAN,Yukon
CZFM,CZFM,,2201606,67.407360,-134.860660,35.400,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CZFM,CZFM,,2201599,67.407360,-134.860660,35.400,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CZFN,CZFN,,2201705,64.909710,-125.569380,101.200,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CZFN,CZFN,,2201701,64.909710,-125.569380,101.200,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CZFS,FORT SIMPSON CLIMATE,71365,2202102,61.758016,-121.232441,168.800,MSC,CA,AUTO,Northwest Territories
CZGH,FORT GOOD HOPE CS,71491,2201450,66.242200,-128.644200,81.700,MSC,CA,AUTO,Northwest Territories
CZHB,HUDSON BAY (AUT),71868,4083324,52.816700,-102.316700,358.100,MSC,CA,AUTO,Saskatchewan
CZHK,GJOA HAVEN CLIMATE,71363,2302340,68.635600,-95.850300,42.000,MSC,CA,AUTO,Nunavut
CZHY,HAY RIVER CLIMATE,71361,2202402,60.838900,-115.776700,165.800,MSC,CA,AUTO,Northwest Territories
CZKA,KAMLOOPS AUT,71741,1163842,50.702200,-120.441900,345.300,MSC,CA,AUTO,British Columbia
CZKD,KELSEY DAM CS,71572,5061422,56.037500,-96.509700,184.400,MSC,CA,AUTO,Manitoba
CZLT,ALERT CLIMATE,71355,2400305,82.493186,-62.349653,66.900,MSC,CA,AUTO,Nunavut
CZMD,CZMD,71678,6015026,53.441390,-91.762780,277.700,NAV CANADA,NC-AWOS,AUTO,Ontario
CZMJ,MOOSE JAW CS,71539,4015322,50.331700,-105.537500,577.000,MSC,CA,AUTO,Saskatchewan
CZMT,CZMT,,1054929,54.027110,-132.125080,5.800,NAV CANADA,NC-AWOS,AUTO,British Columbia
CZMT,CZMT,,1054921,54.027110,-132.125080,5.800,NAV CANADA,NC-HWOS,MAN,British Columbia
CZMU,MUNDARE AGDM,71354,3014665,53.566667,-112.300000,683.000,GovAB,CA,AUTO,Alberta
CZOC,OLD CROW RCS,71044,2100805,67.567923,-139.844928,251.000,MSC,CA,AUTO,Yukon
CZOL,OLIVER AGDM,71351,3014921,53.650000,-113.350000,665.000,GovAB,CA,AUTO,Alberta
CZPC,CZPC,71085,3035198,49.520430,-113.997100,1189.600,NAV CANADA,NC-AWOS,AUTO,Alberta
CZPK,PAULATUK,71984,2203058,69.354688,-124.076594,7.400,MSC,CA,AUTO,Northwest Territories
CZPS,PRENTISS,71353,3025297,52.433333,-113.600000,965.000,GovAB,CA,AUTO,Alberta
CZRP,REA POINT,71983,2403450,75.376700,-105.715000,16.400,MSC,CA,AUTO,Nunavut
CZSJ,CZSJ,71587,6017401,53.064180,-93.344380,289.900,NAV CANADA,NC-AWOS,AUTO,Ontario
CZSM,FORT SMITH CLIMATE,71362,2202202,60.026169,-111.928908,204.000,MSC,CA,AUTO,Northwest Territories
CZSP,ST PETERS,71310,8300562,46.450370,-62.575860,42.200,MSC,CA,AUTO,Prince Edward Island
CZST,CZST,71955,1067748,55.933390,-129.985200,7.300,NAV CANADA,NC-AWOS,AUTO,British Columbia
CZST,CZST,71955,1067741,55.933390,-129.985200,7.300,NAV CANADA,NC-HWOS,MAN,British Columbia
CZTB,THUNDER BAY CS,71667,6048268,48.369400,-89.327200,198.800,MSC,CA,AUTO,Ontario
CZUB,TUKTOYAKTUK,71985,2203914,69.433300,-133.016700,4.600,MSC,CA,AUTO,Northwest Territories
CZUM,CZUM,71002,8501131,53.561940,-64.106390,439.500,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CZVL,CZVL,71664,3012229,53.668330,-113.855550,687.600,NAV CANADA,NC-AWOS,AUTO,Alberta
CZVM,QIKIQTARJUAQ CLIMATE,71357,2400573,67.547400,-64.033400,6.561,MSC,CA,AUTO,Nunavut
CZWN,WAINWRIGHT CFB AIRFIELD 21,71118,301S001,52.829400,-111.095600,687.200,MSC,CA,AUTO,Alberta
CZZJ,EDSON CLIMATE,71156,3062246,53.580433,-116.453694,927.900,MSC,CA,AUTO,Alberta
